,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
2777,1,35,1,1,1,8,not acept,furnished,R$593,"R$2,896",R$78,R$37,"R$3,604"
2778,1,35,1,1,1,3,not acept,furnished,R$0,"R$4,200",R$17,R$54,"R$4,271"
2779,1,105,3,2,1,14,not acept,not furnished,"R$1,130","R$3,600",R$60,R$46,"R$4,836"
2780,1,60,2,1,1,5,acept,not furnished,R$750,"R$3,600",R$95,R$46,"R$4,491"
2781,1,180,3,3,2,11,acept,furnished,"R$3,100","R$4,250",R$625,R$54,"R$8,029"
2782,0,42,2,1,1,3,acept,not furnished,R$190,R$846,R$0,R$11,"R$1,047"
2783,1,210,2,3,4,11,acept,furnished,"R$2,338","R$14,000","R$1,434",R$178,"R$17,950"
2784,1,170,4,4,3,10,not acept,furnished,"R$2,493","R$5,000",R$750,R$22,"R$8,265"
2785,1,230,6,4,8,-,acept,not furnished,R$0,"R$10,000",R$0,R$151,"R$10,150"
2786,1,280,3,3,2,9,acept,furnished,"R$3,000","R$5,650",R$692,R$72,"R$9,414"
2787,1,140,3,3,1,1,acept,not furnished,R$0,"R$1,750",R$79,R$23,"R$1,852"
2788,1,92,3,2,2,8,acept,not furnished,R$960,"R$3,300",R$318,R$42,"R$4,620"
2789,1,71,3,4,0,-,acept,not furnished,R$0,"R$4,000",R$0,R$61,"R$4,061"
2790,1,160,3,3,2,3,acept,not furnished,"R$2,200","R$10,500",R$505,R$134,"R$13,340"
2791,1,92,2,2,2,17,acept,furnished,R$840,"R$2,288",R$0,R$10,"R$3,138"
2792,1,500,5,7,7,-,acept,not furnished,R$0,"R$11,500","R$5,500",R$173,"R$17,170"
2793,1,270,3,4,2,13,acept,not furnished,"R$2,000","R$9,000",R$834,R$115,"R$11,950"
2794,1,296,4,5,5,4,acept,furnished,"R$4,300","R$12,900","R$2,105",R$164,"R$19,470"
2795,1,151,3,4,3,15,acept,not furnished,R$860,"R$5,852",R$520,R$75,"R$7,307"
2796,1,308,4,4,3,1,acept,not furnished,"R$4,780","R$15,000","R$1,917",R$191,"R$21,890"
2797,1,50,2,1,1,7,not acept,not furnished,R$800,"R$3,500",R$200,R$45,"R$4,545"
2798,1,60,2,1,0,3,acept,not furnished,R$400,"R$1,000",R$0,R$13,"R$1,413"
2799,1,25,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19,"R$1,264"
2800,1,120,4,4,4,-,acept,not furnished,Incluso,"R$4,500",R$0,R$68,"R$4,568"
2801,0,42,2,1,1,3,not acept,not furnished,R$400,R$600,R$15,R$8,"R$1,023"
2802,1,97,3,2,2,12,acept,not furnished,R$800,"R$2,900",R$275,R$37,"R$4,012"
2803,1,110,3,2,1,5,acept,furnished,"R$1,217","R$3,600",R$215,R$46,"R$5,078"
2804,0,56,2,1,1,5,acept,not furnished,R$340,"R$1,400",R$57,R$18,"R$1,815"
2805,1,140,2,2,1,3,not acept,not furnished,"R$1,882","R$3,000",R$190,R$39,"R$5,111"
2806,1,84,3,2,2,10,acept,furnished,R$680,"R$3,000",R$67,R$39,"R$3,786"
2807,1,31,1,1,1,4,acept,not furnished,R$169,"R$2,625",R$84,R$34,"R$2,912"
2808,1,60,2,1,0,-,not acept,not furnished,R$0,"R$1,000",R$34,R$16,"R$1,050"
2809,1,146,3,4,3,19,not acept,not furnished,"R$1,800","R$9,000",R$334,R$115,"R$11,250"
2810,1,90,2,2,1,-,acept,not furnished,R$0,"R$2,500",R$274,R$38,"R$2,812"
2811,1,65,2,1,1,1,acept,not furnished,R$950,"R$1,950",R$213,R$25,"R$3,138"
2812,1,80,2,1,0,-,acept,not furnished,R$0,"R$1,200",R$67,R$19,"R$1,286"
2813,1,22,1,1,1,8,acept,furnished,R$587,"R$4,500",R$150,R$58,"R$5,295"
2814,0,50,2,1,1,-,not acept,not furnished,Sem info,"R$1,120",R$277,R$15,"R$1,412"
2815,1,108,3,2,2,9,not acept,furnished,R$850,"R$4,500",R$459,R$58,"R$5,867"
2816,1,32,1,1,0,13,acept,not furnished,R$258,"R$1,029",Incluso,R$17,"R$1,304"
2817,1,51,1,1,1,7,acept,furnished,R$299,"R$2,782",R$0,R$11,"R$3,092"
2818,1,37,1,1,1,4,acept,not furnished,R$500,"R$1,500",R$150,R$20,"R$2,170"
2819,1,142,3,5,2,2,acept,furnished,"R$1,200","R$5,100",R$550,R$65,"R$6,915"
2820,1,220,3,4,3,1,acept,not furnished,"R$2,750","R$5,800","R$1,040",R$74,"R$9,664"
2821,1,300,3,4,1,15,not acept,not furnished,"R$2,902","R$12,000",R$521,R$153,"R$15,580"
2822,1,40,1,1,0,8,not acept,not furnished,R$441,"R$1,150",R$0,R$15,"R$1,606"
2823,1,45,2,1,1,2,not acept,furnished,"R$1,300","R$3,300",R$167,R$42,"R$4,809"
2824,1,22,1,1,0,-,not acept,not furnished,R$0,R$870,R$0,R$14,R$884
2825,1,78,3,2,1,2,not acept,not furnished,R$951,"R$1,900",R$205,R$25,"R$3,081"
2826,1,280,3,4,3,3,acept,not furnished,"R$1,717","R$5,200",R$250,R$66,"R$7,233"
2827,1,200,4,3,2,-,acept,not furnished,R$0,"R$6,660",R$575,R$101,"R$7,336"
2828,0,65,1,1,1,12,acept,not furnished,R$514,R$980,R$86,R$13,"R$1,593"
2829,1,330,4,3,0,-,acept,not furnished,R$0,"R$9,800",R$750,R$148,"R$10,700"
2830,1,100,2,2,0,1,acept,not furnished,R$900,"R$2,000",R$63,R$26,"R$2,989"
2831,1,155,3,3,3,3,not acept,not furnished,"R$2,035","R$7,500",R$878,R$96,"R$10,510"
2832,1,180,3,3,1,-,acept,furnished,"R$1,400","R$6,800",R$0,R$87,"R$8,287"
2833,1,46,1,1,1,9,acept,not furnished,R$500,"R$2,200",R$35,R$28,"R$2,763"
2834,1,168,3,4,3,10,acept,furnished,"R$1,900","R$7,300","R$1,000",R$93,"R$10,290"
2835,1,140,3,2,1,8,not acept,not furnished,"R$1,500","R$4,000",R$217,R$51,"R$5,768"
2836,1,120,3,2,2,-,acept,not furnished,Sem info,"R$5,000",R$250,R$76,"R$5,326"
2837,0,100,3,2,0,2,not acept,not furnished,R$815,R$808,R$81,R$11,"R$1,715"
2838,1,260,3,4,3,-,acept,not furnished,R$0,"R$5,000",R$393,R$47,"R$5,440"
2839,1,40,1,1,0,-,acept,not furnished,Sem info,R$650,R$17,R$10,R$677
2840,1,80,2,2,1,4,acept,not furnished,R$800,"R$3,647",R$157,R$47,"R$4,651"
2841,1,200,3,5,3,-,acept,not furnished,R$0,"R$2,950",R$250,R$45,"R$3,245"
2842,1,75,3,1,1,8,not acept,not furnished,R$980,"R$2,350",R$99,R$30,"R$3,459"
2843,1,360,4,5,4,2,acept,furnished,"R$5,420","R$12,750","R$2,779",R$162,"R$21,110"
2844,1,270,3,2,2,15,acept,not furnished,"R$2,168","R$10,000",R$407,R$127,"R$12,700"
2845,0,45,1,1,0,-,not acept,not furnished,R$0,R$700,R$25,R$11,R$736
2846,1,177,3,3,3,4,not acept,not furnished,"R$4,500","R$8,500","R$1,250",R$108,"R$14,360"
2847,0,104,2,2,2,8,acept,not furnished,"R$1,175","R$3,805",R$264,R$49,"R$5,293"
2848,1,30,1,1,0,18,not acept,not furnished,R$590,R$980,R$0,R$13,"R$1,583"
2849,1,170,3,2,1,14,not acept,not furnished,"R$1,050","R$4,500",R$263,R$58,"R$5,871"
2850,1,58,2,2,1,14,acept,not furnished,R$480,"R$2,300",R$88,R$30,"R$2,898"
2851,1,47,2,1,1,16,acept,not furnished,R$450,"R$1,350",R$0,R$18,"R$1,818"
2852,0,53,1,1,1,8,not acept,not furnished,R$550,R$650,R$36,R$9,"R$1,245"
2853,1,75,2,1,1,-,acept,not furnished,R$0,"R$2,450",R$0,R$37,"R$2,487"
2854,1,22,1,1,0,25,acept,not furnished,R$472,"R$2,200",R$55,R$28,"R$2,755"
2855,1,76,2,1,1,-,acept,not furnished,R$0,"R$2,000",R$45,R$31,"R$2,076"
2856,1,40,1,1,1,8,acept,furnished,R$651,"R$2,300",R$90,R$30,"R$3,071"
2857,1,260,4,4,4,8,acept,not furnished,"R$3,150","R$10,000","R$1,163",R$127,"R$14,440"
2858,1,51,2,1,1,9,acept,not furnished,R$450,"R$2,500",R$17,R$32,"R$2,999"
2859,1,64,2,2,1,19,acept,furnished,R$450,"R$2,200",R$21,R$28,"R$2,699"
2860,1,115,2,1,0,5,acept,not furnished,"R$1,500","R$2,200",R$67,R$28,"R$3,795"
2861,1,110,2,2,1,-,acept,not furnished,R$0,"R$2,200",R$192,R$34,"R$2,426"
2862,1,140,3,2,1,6,not acept,not furnished,"R$1,740","R$2,500",R$340,R$32,"R$4,612"
2863,1,45,2,1,1,11,acept,not furnished,R$380,"R$1,598",R$0,R$21,"R$1,999"
2864,1,199,3,4,5,17,acept,furnished,"R$2,800","R$4,000","R$1,500",R$51,"R$8,351"
2865,1,180,3,4,1,10,acept,not furnished,"R$1,400","R$6,900",R$342,R$88,"R$8,730"
2866,1,113,3,2,2,-,acept,not furnished,R$0,"R$2,990",R$22,R$45,"R$3,057"
2867,0,75,2,2,1,11,acept,not furnished,R$500,"R$1,189",R$75,R$16,"R$1,780"
2868,1,93,3,3,2,1,acept,not furnished,R$950,"R$2,275",R$584,R$29,"R$3,838"
2869,1,68,2,1,1,4,acept,not furnished,R$626,"R$1,200",R$0,R$16,"R$1,842"
2870,0,200,3,4,5,-,not acept,not furnished,R$850,"R$4,300",R$84,R$65,"R$5,299"
2871,1,118,3,3,2,6,acept,not furnished,"R$1,200","R$3,500",R$534,R$45,"R$5,279"
2872,1,318,4,6,4,-,not acept,not furnished,"R$2,500","R$12,000",R$334,R$153,"R$14,990"
2873,1,170,3,3,4,-,acept,not furnished,Sem info,"R$3,500",R$222,R$53,"R$3,775"
2874,0,250,3,3,2,1,acept,not furnished,"R$2,200","R$1,700",R$256,R$22,"R$4,178"
2875,1,50,2,1,1,-,acept,not furnished,R$510,"R$1,100",R$50,R$14,"R$1,674"
2876,1,50,2,1,1,7,not acept,not furnished,R$347,"R$1,500",R$0,R$20,"R$1,867"
2877,1,30,1,1,1,15,not acept,furnished,R$668,"R$3,500",R$127,R$45,"R$4,340"
2878,0,94,3,2,2,2,acept,not furnished,R$650,"R$3,500",R$209,R$45,"R$4,404"
2879,1,50,1,1,0,5,acept,not furnished,R$375,"R$1,850",R$0,R$24,"R$2,249"
2880,1,114,3,5,3,3,acept,not furnished,"R$2,600","R$3,800",R$857,R$49,"R$7,306"
2881,1,65,3,2,1,5,acept,not furnished,R$526,"R$2,230",R$21,R$29,"R$2,806"
2882,1,200,3,5,4,6,acept,not furnished,"R$1,970","R$1,720",R$959,R$22,"R$4,671"
2883,1,265,4,4,4,-,acept,not furnished,R$0,"R$6,000",R$177,R$91,"R$6,268"
2884,1,75,3,3,2,10,acept,not furnished,R$865,"R$2,000",R$192,R$26,"R$3,083"
2885,1,68,2,2,1,8,not acept,not furnished,R$600,"R$2,400",R$125,R$31,"R$3,156"
2886,1,150,3,2,0,-,acept,not furnished,Sem info,"R$4,000",R$24,R$61,"R$4,085"
2887,1,208,3,3,3,13,acept,not furnished,"R$2,204","R$5,960",R$641,R$76,"R$8,881"
2888,1,300,2,2,2,-,acept,not furnished,R$0,"R$2,700",R$300,R$41,"R$3,041"
2889,0,620,5,6,4,17,acept,not furnished,"R$7,400","R$5,850","R$1,200",R$75,"R$14,530"
2890,1,92,3,2,2,10,acept,not furnished,R$990,"R$3,500",R$317,R$45,"R$4,852"
2891,1,200,3,2,2,-,acept,not furnished,Sem info,"R$4,500",R$250,R$68,"R$4,818"
2892,1,108,3,2,1,14,acept,not furnished,"R$1,714","R$5,000",R$127,R$64,"R$6,905"
2893,1,190,4,4,2,-,acept,not furnished,R$0,"R$3,500",R$315,R$53,"R$3,868"
2894,0,87,3,2,1,12,acept,furnished,R$870,"R$1,450",R$100,R$19,"R$2,439"
2895,1,80,2,1,1,6,acept,not furnished,R$800,"R$1,275",R$0,R$17,"R$2,092"
2896,1,270,4,3,3,2,acept,not furnished,"R$3,260","R$6,000",R$550,R$77,"R$9,887"
2897,1,170,3,2,1,17,acept,not furnished,"R$1,600","R$4,950",R$264,R$63,"R$6,877"
2898,1,198,4,2,0,-,acept,not furnished,R$0,"R$4,000",R$500,R$61,"R$4,561"
2899,0,55,1,1,0,1,acept,not furnished,R$260,R$716,R$12,R$10,R$998
2900,1,34,1,1,0,-,acept,not furnished,R$182,"R$1,331",R$0,R$17,"R$1,530"
2901,1,50,2,1,0,14,acept,not furnished,R$270,"R$1,890",R$0,R$24,"R$2,184"
2902,1,68,2,1,1,4,acept,furnished,"R$1,164","R$2,093",R$97,R$27,"R$3,381"
2903,1,290,4,4,0,-,acept,not furnished,R$0,"R$6,800","R$1,100",R$103,"R$8,003"
2904,1,25,1,1,0,1,not acept,not furnished,R$0,"R$1,050",R$84,R$14,"R$1,148"
2905,1,240,4,4,3,9,acept,not furnished,"R$2,500","R$2,144",R$834,R$28,"R$5,506"
2906,1,43,1,1,0,6,not acept,not furnished,R$350,"R$1,080",R$57,R$14,"R$1,501"
2907,1,150,3,1,0,3,not acept,not furnished,R$200,"R$4,300",R$12,R$55,"R$4,567"
2908,1,20,1,1,0,1,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
2909,1,48,1,1,0,-,not acept,not furnished,R$0,"R$1,100",R$9,R$17,"R$1,126"
2910,1,130,3,1,2,-,acept,not furnished,R$0,"R$3,800",R$130,R$58,"R$3,988"
2911,1,36,1,1,0,11,acept,not furnished,R$392,"R$2,300",R$84,R$30,"R$2,806"
2912,1,90,2,1,2,-,acept,not furnished,Sem info,"R$1,560",R$225,R$24,"R$1,809"
2913,1,49,2,1,1,6,acept,not furnished,R$277,"R$2,100",R$104,R$27,"R$2,508"
2914,0,70,1,1,1,4,acept,not furnished,R$270,R$870,R$9,R$12,"R$1,161"
2915,1,315,4,4,2,14,acept,not furnished,"R$3,500","R$7,450",R$0,R$95,"R$11,050"
2916,1,270,4,4,4,8,acept,not furnished,"R$2,200","R$7,000","R$1,500",R$89,"R$10,790"
2917,1,75,3,2,1,1,not acept,furnished,R$880,"R$5,700",R$123,R$73,"R$6,776"
2918,1,80,3,3,2,4,acept,furnished,"R$1,374","R$2,100",R$283,R$27,"R$3,784"
2919,0,233,3,1,1,-,acept,not furnished,R$0,"R$2,700",R$239,R$41,"R$2,980"
2920,1,40,1,1,0,3,acept,furnished,R$350,"R$1,840",R$40,R$24,"R$2,254"
2921,1,107,2,4,2,2,not acept,not furnished,"R$1,800","R$11,000",R$417,R$140,"R$13,360"
2922,1,50,2,1,1,1,not acept,not furnished,R$765,"R$2,650",R$25,R$34,"R$3,474"
2923,1,113,2,1,1,5,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
2924,0,52,1,1,1,3,acept,furnished,R$730,"R$3,000",R$59,R$39,"R$3,828"
2925,1,170,4,4,3,12,acept,furnished,"R$4,000","R$1,440",R$834,R$19,"R$6,293"
2926,1,140,3,3,2,6,acept,not furnished,"R$2,420","R$2,580","R$1,000",R$33,"R$6,033"
2927,1,34,1,1,1,14,acept,not furnished,R$497,"R$2,800",R$81,R$36,"R$3,414"
2928,1,90,3,2,2,3,acept,not furnished,"R$1,100","R$2,450",R$117,R$32,"R$3,699"
2929,1,197,3,2,1,18,acept,not furnished,"R$1,800","R$5,500",R$209,R$70,"R$7,579"
2930,0,146,2,1,1,8,acept,not furnished,R$730,"R$1,620",R$128,R$21,"R$2,499"
2931,1,30,1,1,1,9,not acept,not furnished,Sem info,"R$3,000",R$0,R$39,"R$3,039"
2932,1,132,3,2,2,-,acept,not furnished,R$0,"R$3,800",R$52,R$58,"R$3,910"
2933,1,45,1,1,1,10,not acept,furnished,"R$1,600","R$1,800",R$177,R$23,"R$3,600"
2934,1,80,2,2,0,3,not acept,not furnished,R$931,"R$2,700",R$0,R$35,"R$3,666"
2935,1,161,4,3,3,-,acept,not furnished,R$0,"R$3,600",R$300,R$46,"R$3,946"
2936,1,300,2,3,2,1,acept,not furnished,"R$7,000","R$4,180","R$1,834",R$53,"R$13,070"
2937,1,450,3,4,2,3,acept,not furnished,"R$4,187","R$15,000","R$1,450",R$191,"R$20,830"
2938,1,112,3,3,2,11,not acept,not furnished,"R$1,661","R$3,616",R$209,R$13,"R$5,499"
2939,1,192,4,5,4,11,not acept,furnished,"R$2,800","R$15,000",R$90,R$191,"R$18,080"
2940,1,100,1,4,1,-,acept,not furnished,R$0,"R$11,000",R$250,R$166,"R$11,420"
2941,1,300,4,5,8,-,acept,furnished,R$0,"R$12,000",R$917,R$181,"R$13,100"
2942,1,42,1,1,0,2,acept,not furnished,R$530,"R$2,800",R$0,R$36,"R$3,366"
2943,1,45,1,1,0,9,acept,furnished,R$399,"R$1,480",R$0,R$19,"R$1,898"
2944,0,245,4,3,2,9,acept,not furnished,"R$2,100","R$10,500",R$167,R$134,"R$12,900"
2945,1,60,1,1,0,-,not acept,not furnished,R$0,"R$1,600",R$192,R$25,"R$1,817"
2946,1,100,1,2,0,-,not acept,not furnished,"R$4,320","R$3,100",R$0,R$40,"R$7,460"
2947,0,210,6,3,0,-,acept,not furnished,R$0,"R$4,200",R$0,R$64,"R$4,264"
2948,1,160,3,3,2,8,acept,not furnished,"R$2,000","R$5,000",R$570,R$64,"R$7,634"
2949,1,68,2,1,1,1,acept,not furnished,R$350,"R$1,600",R$0,R$21,"R$1,971"
2950,1,52,2,1,1,17,acept,not furnished,R$540,"R$1,100",R$45,R$14,"R$1,699"
2951,1,40,1,1,0,-,not acept,not furnished,Incluso,R$750,R$0,R$12,R$762
2952,1,232,3,4,2,-,acept,not furnished,R$0,"R$3,820",R$60,R$58,"R$3,938"
2953,1,42,1,1,1,27,not acept,not furnished,R$560,"R$5,300",R$100,R$68,"R$6,028"
2954,1,172,3,4,3,5,acept,not furnished,"R$1,650","R$9,000",R$900,R$115,"R$11,670"
2955,0,30,1,1,0,7,acept,not furnished,R$349,R$500,R$15,R$7,R$871
2956,1,59,2,1,0,15,acept,not furnished,R$542,"R$1,750",R$0,R$23,"R$2,315"
2957,1,50,2,2,1,12,acept,not furnished,R$480,"R$1,722",R$100,R$22,"R$2,324"
2958,0,49,2,1,1,2,acept,not furnished,R$390,"R$1,450",R$57,R$19,"R$1,916"
2959,1,216,4,2,2,2,acept,not furnished,"R$2,300","R$10,000",R$719,R$127,"R$13,150"
2960,1,127,1,1,2,28,not acept,furnished,"R$1,460","R$12,500",R$426,R$159,"R$14,550"
2961,1,226,4,4,4,2,acept,not furnished,"R$2,850","R$3,000","R$2,488",R$39,"R$8,377"
2962,0,76,2,1,0,1,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
2963,1,50,2,1,1,4,acept,not furnished,R$470,"R$1,040",R$30,R$14,"R$1,554"
2964,1,170,3,4,3,21,acept,not furnished,"R$1,500","R$5,000",R$450,R$64,"R$7,014"
2965,1,70,2,2,0,2,acept,furnished,"R$1,439","R$5,500",R$315,R$70,"R$7,324"
2966,1,167,3,3,3,19,acept,furnished,"R$1,500","R$2,800",R$542,R$36,"R$4,878"
2967,1,450,4,2,3,-,acept,not furnished,R$0,"R$13,000","R$1,000",R$196,"R$14,200"
2968,0,90,3,1,1,1,acept,not furnished,"R$1,000",R$960,R$83,R$13,"R$2,056"
2969,1,89,2,2,2,1,acept,furnished,R$879,"R$3,327",R$242,R$43,"R$4,491"
2970,1,61,3,2,1,4,acept,not furnished,R$550,"R$3,000",R$117,R$39,"R$3,706"
2971,1,100,2,2,5,-,acept,not furnished,R$0,"R$6,800",R$667,R$103,"R$7,570"
2972,1,180,3,2,1,23,acept,not furnished,"R$1,850","R$7,000",R$299,R$89,"R$9,238"
2973,1,39,1,1,0,3,acept,furnished,R$350,"R$1,700",R$0,R$22,"R$2,072"
2974,0,73,3,1,1,4,acept,not furnished,R$308,R$850,R$46,R$11,"R$1,215"
2975,1,90,2,3,0,-,acept,not furnished,R$0,"R$3,400",R$0,R$52,"R$3,452"
2976,0,231,3,5,4,4,acept,furnished,"R$2,200","R$12,000",R$642,R$153,"R$15,000"
2977,1,250,5,2,6,-,acept,not furnished,R$0,"R$9,000","R$1,417",R$136,"R$10,550"
2978,1,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
2979,0,300,4,5,2,-,acept,not furnished,R$0,"R$6,000",R$0,R$91,"R$6,091"
2980,1,42,1,1,0,1,acept,not furnished,R$150,"R$1,000",R$100,R$13,"R$1,263"
2981,1,280,4,4,3,2,acept,furnished,"R$3,000","R$4,000",R$984,R$51,"R$8,035"
2982,0,44,2,1,1,4,acept,furnished,R$310,"R$1,800",R$34,R$23,"R$2,167"
2983,1,64,2,2,1,13,acept,not furnished,R$400,"R$2,600",R$15,R$33,"R$3,048"
2984,1,218,3,2,2,6,not acept,not furnished,"R$2,000","R$7,800",R$550,R$99,"R$10,450"
2985,1,140,2,1,3,-,acept,not furnished,R$0,"R$2,500",R$194,R$38,"R$2,732"
2986,1,86,2,1,1,-,acept,not furnished,R$0,"R$2,200",R$110,R$34,"R$2,344"
2987,1,100,2,2,1,-,acept,not furnished,R$0,"R$2,000",R$88,R$31,"R$2,119"
2988,1,50,1,1,0,2,not acept,not furnished,R$150,R$720,R$0,R$10,R$880
2989,1,128,2,3,2,5,not acept,not furnished,"R$1,500","R$15,000",R$534,R$191,"R$17,230"
2990,1,45,1,1,2,8,acept,not furnished,R$695,"R$1,800",R$170,R$23,"R$2,688"
2991,1,180,3,2,4,-,acept,not furnished,R$0,"R$3,600",R$0,R$55,"R$3,655"
2992,1,350,4,3,4,-,acept,not furnished,R$0,"R$4,000",R$209,R$61,"R$4,270"
2993,1,54,2,2,1,6,not acept,not furnished,R$500,"R$2,300",R$167,R$30,"R$2,997"
2994,1,60,2,2,1,11,acept,not furnished,R$647,"R$4,000",R$21,R$51,"R$4,719"
2995,1,200,2,1,0,-,acept,not furnished,Incluso,"R$2,800",R$291,R$43,"R$3,134"
2996,1,520,3,4,3,-,acept,furnished,R$0,"R$7,000",R$645,R$106,"R$7,751"
2997,1,112,3,2,1,8,acept,not furnished,R$810,"R$3,850",R$98,R$49,"R$4,807"
2998,1,104,3,2,1,-,not acept,not furnished,R$0,"R$7,500",R$267,R$113,"R$7,880"
2999,1,90,1,1,0,1,not acept,not furnished,R$200,"R$1,550",R$167,R$20,"R$1,937"
3000,1,273,3,2,5,-,not acept,not furnished,R$0,"R$2,750",R$215,R$42,"R$3,007"
3001,1,74,2,2,0,10,acept,not furnished,R$610,"R$1,650",R$0,R$21,"R$2,281"
3002,1,40,1,1,1,8,not acept,not furnished,R$800,"R$1,675",R$50,R$22,"R$2,547"
3003,1,120,3,3,2,-,acept,not furnished,R$0,"R$2,580",R$0,R$39,"R$2,619"
3004,1,60,2,1,1,6,acept,not furnished,R$714,"R$1,480",R$55,R$19,"R$2,268"
3005,1,50,1,1,1,-,not acept,not furnished,R$0,R$900,R$21,R$14,R$935
3006,0,398,5,6,0,2,acept,not furnished,"R$3,500","R$8,500",R$700,R$108,"R$12,810"
3007,1,90,2,2,2,8,acept,not furnished,R$965,"R$4,500",R$36,R$58,"R$5,559"
3008,1,106,3,3,1,2,acept,not furnished,R$970,"R$2,500",R$350,R$32,"R$3,852"
3009,1,22,1,1,0,6,not acept,furnished,R$380,"R$6,000",R$9,R$77,"R$6,466"
3010,1,167,3,3,4,10,acept,not furnished,"R$1,814","R$5,500",R$807,R$70,"R$8,191"
3011,1,250,3,3,2,3,acept,not furnished,"R$1,900","R$9,500",R$500,R$121,"R$12,020"
3012,1,246,4,4,4,4,not acept,not furnished,"R$4,000","R$12,000","R$1,667",R$153,"R$17,820"
3013,1,40,1,1,0,-,not acept,not furnished,R$0,"R$1,094",R$0,R$17,"R$1,111"
3014,1,76,2,2,1,1,acept,furnished,R$850,"R$3,000",R$42,R$39,"R$3,931"
3015,1,202,4,3,4,5,acept,not furnished,"R$4,308","R$12,000","R$1,896",R$153,"R$18,360"
3016,1,60,2,1,1,1,acept,furnished,R$568,"R$3,205",Incluso,R$11,"R$3,784"
3017,1,65,2,2,2,2,acept,furnished,R$600,"R$3,000",R$80,R$39,"R$3,719"
3018,1,142,3,4,3,2,acept,not furnished,"R$1,305","R$5,000",R$414,R$64,"R$6,783"
3019,1,200,3,4,2,10,acept,not furnished,"R$1,300","R$7,000",R$459,R$89,"R$8,848"
3020,0,60,2,3,0,1,not acept,furnished,R$938,"R$1,940",R$0,R$25,"R$2,903"
3021,1,58,2,2,1,3,acept,not furnished,R$200,"R$2,200",R$130,R$28,"R$2,558"
3022,1,80,2,1,0,4,acept,not furnished,R$550,"R$3,000",R$0,R$39,"R$3,589"
3023,1,201,4,3,2,7,acept,not furnished,"R$2,800","R$6,999",R$643,R$89,"R$10,530"
3024,1,94,3,2,2,3,acept,not furnished,"R$1,000","R$2,000",R$42,R$26,"R$3,068"
3025,1,410,5,7,3,-,acept,furnished,R$0,"R$12,000",R$750,R$181,"R$12,930"
3026,0,87,4,2,2,4,acept,not furnished,R$784,"R$1,600",R$106,R$21,"R$2,511"
3027,1,190,3,2,1,3,acept,not furnished,"R$1,600","R$4,000",R$100,R$51,"R$5,751"
3028,1,45,1,1,0,3,acept,furnished,R$330,"R$3,000",R$59,R$39,"R$3,428"
3029,1,254,3,5,4,18,acept,not furnished,"R$2,000","R$10,000",R$990,R$127,"R$13,120"
3030,1,145,4,4,3,15,acept,not furnished,"R$2,185","R$7,300",R$505,R$93,"R$10,080"
3031,1,82,3,2,2,19,not acept,not furnished,R$470,"R$1,994",R$0,R$26,"R$2,490"
3032,1,360,4,5,2,4,acept,not furnished,"R$2,600","R$15,000","R$1,167",R$191,"R$18,960"
3033,1,25,1,1,0,1,not acept,not furnished,R$0,"R$1,200",R$35,R$16,"R$1,251"
3034,0,145,3,2,2,6,not acept,not furnished,R$932,"R$2,200",R$226,R$28,"R$3,386"
3035,1,95,2,3,2,14,acept,furnished,"R$1,100","R$5,825",R$375,R$24,"R$7,324"
3036,1,60,2,2,2,20,acept,not furnished,R$450,"R$2,872",R$261,R$20,"R$3,603"
3037,0,37,1,1,1,7,not acept,not furnished,R$415,R$825,R$33,R$11,"R$1,284"
3038,1,50,2,1,1,3,acept,furnished,R$372,"R$1,600",R$0,R$21,"R$1,993"
3039,1,100,2,1,1,-,not acept,not furnished,R$0,"R$1,450",R$0,R$22,"R$1,472"
3040,1,167,3,2,1,7,acept,not furnished,"R$1,787","R$10,850",R$532,R$138,"R$13,310"
3041,1,240,4,4,1,-,acept,not furnished,R$0,"R$9,000",R$696,R$136,"R$9,832"
3042,1,20,1,1,0,3,not acept,not furnished,R$224,"R$1,530",R$0,R$20,"R$1,774"
3043,1,160,3,3,2,-,acept,not furnished,R$0,"R$5,500",R$209,R$83,"R$5,792"
3044,1,100,1,2,2,3,not acept,not furnished,"R$1,690","R$5,000",R$309,R$64,"R$7,063"
3045,1,63,2,2,2,10,not acept,furnished,R$783,"R$2,000",R$24,R$26,"R$2,833"
3046,1,73,2,2,1,14,acept,not furnished,R$700,"R$1,350",R$150,R$18,"R$2,218"
3047,1,67,2,1,1,3,not acept,not furnished,R$722,"R$2,600",R$198,R$33,"R$3,553"
3048,1,134,2,2,1,7,not acept,furnished,"R$1,493","R$3,400",R$239,R$44,"R$5,176"
3049,1,150,2,2,1,-,acept,not furnished,R$0,"R$2,954",R$1,R$45,"R$3,000"
3050,1,300,3,5,4,-,acept,not furnished,R$0,"R$4,490",R$334,R$68,"R$4,892"
3051,1,197,3,4,3,12,acept,not furnished,"R$2,000","R$9,000",R$834,R$115,"R$11,950"
